Date and time (PDT),Metres
2023-01-28T18:54:00,1.5
2023-01-29T01:48:00,3.6
2023-01-29T06:01:00,3.1
2023-01-29T11:59:00,4.4
2023-01-29T19:47:00,1.3
2023-01-30T03:25:00,3.9
2023-01-30T07:33:00,3.5
2023-01-30T12:34:00,4.2
2023-01-30T20:39:00,1.2
2023-01-31T04:39:00,4.2
2023-01-31T09:20:00,3.7
2023-01-31T13:13:00,4
2023-01-31T21:31:00,1.1
2023-02-01T05:31:00,4.4
2023-02-01T10:42:00,3.7
2023-02-01T14:02:00,3.9
2023-02-01T22:20:00,1
2023-02-02T06:11:00,4.5
2023-02-02T11:34:00,3.6
2023-02-02T14:59:00,3.9
2023-02-02T23:06:00,0.9
2023-02-03T06:45:00,4.6
2023-02-03T12:12:00,3.5
2023-02-03T15:56:00,3.9
2023-02-03T23:47:00,0.9
2023-02-04T07:16:00,4.6
2023-02-04T12:45:00,3.5
2023-02-04T16:48:00,3.9
2023-02-05T00:23:00,0.8
2023-02-05T07:45:00,4.6
2023-02-05T13:17:00,3.3
2023-02-05T17:35:00,4
2023-02-06T00:56:00,0.9
2023-02-06T08:11:00,4.6
2023-02-06T13:50:00,3.2
2023-02-06T18:20:00,4
2023-02-07T01:26:00,1
2023-02-07T08:34:00,4.6
2023-02-07T14:24:00,3
2023-02-07T19:06:00,3.9
2023-02-08T01:56:00,1.2
2023-02-08T08:56:00,4.6
2023-02-08T15:01:00,2.8
2023-02-08T19:54:00,3.8
2023-02-09T02:25:00,1.4
2023-02-09T09:17:00,4.6
2023-02-09T15:39:00,2.5
2023-02-09T20:46:00,3.7
2023-02-10T02:56:00,1.8
2023-02-10T09:39:00,4.6
2023-02-10T16:19:00,2.2
2023-02-10T21:45:00,3.6
2023-02-11T03:30:00,2.2
2023-02-11T10:03:00,4.5
2023-02-11T17:02:00,1.9
2023-02-11T22:56:00,3.5
2023-02-12T04:09:00,2.6
2023-02-12T10:28:00,4.5
2023-02-12T17:49:00,1.7
2023-02-13T00:29:00,3.6
2023-02-13T04:58:00,3.1
2023-02-13T10:56:00,4.4
2023-02-13T18:41:00,1.4
2023-02-14T02:22:00,3.8
2023-02-14T06:06:00,3.5
2023-02-14T11:29:00,4.3
2023-02-14T19:38:00,1.1
2023-02-15T03:49:00,4.1
2023-02-15T07:47:00,3.7
2023-02-15T12:17:00,4.2
2023-02-15T20:39:00,0.9
2023-02-16T04:50:00,4.4
2023-02-16T09:29:00,3.8
2023-02-16T13:21:00,4.2
2023-02-16T21:41:00,0.7
2023-02-17T05:38:00,4.6
2023-02-17T10:39:00,3.7
2023-02-17T14:36:00,4.2
2023-02-17T22:40:00,0.5
2023-02-18T06:18:00,4.7
2023-02-18T11:33:00,3.5
2023-02-18T15:53:00,4.3
2023-02-18T23:34:00,0.3
2023-02-19T06:54:00,4.8
2023-02-19T12:20:00,3.2
2023-02-19T17:06:00,4.3
2023-02-20T00:22:00,0.4
2023-02-20T07:27:00,4.8
2023-02-20T13:07:00,2.9
2023-02-20T18:11:00,4.3
2023-02-21T01:06:00,0.5
2023-02-21T07:58:00,4.9
2023-02-21T13:55:00,2.5
2023-02-21T19:11:00,4.2
2023-02-22T01:46:00,0.9
2023-02-22T08:28:00,4.9
2023-02-22T14:42:00,2.2
2023-02-22T20:11:00,4.1
2023-02-23T02:26:00,1.4
2023-02-23T08:57:00,4.9
2023-02-23T15:30:00,1.8
2023-02-23T21:14:00,3.9
2023-02-24T03:06:00,1.9
2023-02-24T09:26:00,4.7
2023-02-24T16:17:00,1.5
2023-02-24T22:26:00,3.8
2023-02-25T03:48:00,2.5
2023-02-25T09:54:00,4.6
2023-02-25T17:06:00,1.4
2023-02-25T23:54:00,3.8
2023-02-26T04:38:00,3
2023-02-26T10:21:00,4.3
2023-02-26T17:56:00,1.3
2023-02-27T01:26:00,3.9
2023-02-27T05:49:00,3.4
2023-02-27T10:49:00,4.1
2023-02-27T18:50:00,1.3
2023-02-28T02:49:00,4.1
2023-02-28T07:49:00,3.6
2023-02-28T11:22:00,3.9
2023-02-28T19:48:00,1.3
2023-03-01T03:58:00,4.2
2023-03-01T09:43:00,3.6
2023-03-01T12:12:00,3.7
2023-03-01T20:49:00,1.3
2023-03-02T04:49:00,4.3
2023-03-02T10:44:00,3.5
2023-03-02T13:31:00,3.6
2023-03-02T21:47:00,1.3
2023-03-03T05:29:00,4.4
2023-03-03T11:20:00,3.3
2023-03-03T14:58:00,3.6
2023-03-03T22:38:00,1.2
2023-03-04T06:02:00,4.4
2023-03-04T11:49:00,3.2
2023-03-04T16:09:00,3.7
2023-03-04T23:20:00,1.2
2023-03-05T06:31:00,4.4
2023-03-05T12:18:00,3
2023-03-05T17:03:00,3.8
2023-03-05T23:57:00,1.2
2023-03-06T06:56:00,4.4
2023-03-06T12:47:00,2.8
2023-03-06T17:49:00,3.9
2023-03-07T00:30:00,1.3
2023-03-07T07:18:00,4.4
2023-03-07T13:17:00,2.6
2023-03-07T18:33:00,3.9
2023-03-08T01:01:00,1.4
2023-03-08T07:37:00,4.4
2023-03-08T13:48:00,2.3
2023-03-08T19:18:00,4
2023-03-09T01:31:00,1.7
2023-03-09T07:57:00,4.4
2023-03-09T14:21:00,2
2023-03-09T20:04:00,4
2023-03-10T02:03:00,2
2023-03-10T08:18:00,4.4
2023-03-10T14:56:00,1.8
2023-03-10T20:55:00,3.9
2023-03-11T02:37:00,2.3
2023-03-11T08:39:00,4.4
2023-03-11T15:33:00,1.5
2023-03-11T21:53:00,3.9
2023-03-12T03:14:00,2.7
2023-03-12T09:01:00,4.3
2023-03-12T16:13:00,1.3
2023-03-12T23:02:00,3.9
2023-03-13T03:59:00,3.1
2023-03-13T09:25:00,4.2
2023-03-13T16:59:00,1.2
2023-03-14T00:28:00,4
2023-03-14T04:58:00,3.4
2023-03-14T09:52:00,4.1
2023-03-14T17:52:00,1.1
2023-03-15T01:57:00,4.1
2023-03-15T06:26:00,3.7
2023-03-15T10:33:00,4
2023-03-15T18:55:00,1
2023-03-16T03:12:00,4.3
2023-03-16T08:24:00,3.7
2023-03-16T11:44:00,3.9
2023-03-16T20:05:00,1
2023-03-17T04:10:00,4.4
2023-03-17T09:45:00,3.5
2023-03-17T13:17:00,3.8
2023-03-17T21:16:00,0.9
2023-03-18T04:56:00,4.5
2023-03-18T10:37:00,3.2
2023-03-18T14:53:00,3.9
2023-03-18T22:18:00,0.8
2023-03-19T05:34:00,4.6
2023-03-19T11:22:00,2.9
2023-03-19T16:17:00,4
2023-03-19T23:12:00,0.9
2023-03-20T06:07:00,4.7
2023-03-20T12:04:00,2.5
2023-03-20T17:25:00,4.1
2023-03-20T23:59:00,1
2023-03-21T06:37:00,4.7
2023-03-21T12:47:00,2.1
2023-03-21T18:25:00,4.2
2023-03-22T00:42:00,1.3
2023-03-22T07:05:00,4.7
2023-03-22T13:29:00,1.6
2023-03-22T19:23:00,4.2
2023-03-23T01:23:00,1.7
2023-03-23T07:33:00,4.7
2023-03-23T14:11:00,1.3
2023-03-23T20:21:00,4.2
2023-03-24T02:04:00,2.2
2023-03-24T07:59:00,4.6
2023-03-24T14:52:00,1.1
2023-03-24T21:21:00,4.2
2023-03-25T02:46:00,2.6
2023-03-25T08:26:00,4.4
2023-03-25T15:33:00,1
2023-03-25T22:28:00,4.2
2023-03-26T03:34:00,3
2023-03-26T08:51:00,4.2
2023-03-26T16:15:00,1
2023-03-26T23:40:00,4.2
2023-03-27T04:33:00,3.3
2023-03-27T09:15:00,4
2023-03-27T16:59:00,1.1
2023-03-28T00:51:00,4.2
2023-03-28T06:08:00,3.5
2023-03-28T09:38:00,3.7
2023-03-28T17:50:00,1.3
2023-03-29T01:59:00,4.2
2023-03-29T08:24:00,3.5
2023-03-29T10:08:00,3.5
2023-03-29T18:48:00,1.4
2023-03-30T03:01:00,4.3
2023-03-30T09:52:00,3.3
2023-03-30T11:23:00,3.3
2023-03-30T19:54:00,1.6
2023-03-31T03:51:00,4.3
2023-03-31T10:24:00,3.1
2023-03-31T13:21:00,3.3
2023-03-31T20:59:00,1.6
2023-04-01T04:31:00,4.3
2023-04-01T10:51:00,2.9
2023-04-01T15:10:00,3.3
2023-04-01T21:55:00,1.6
2023-04-02T05:04:00,4.3
2023-04-02T11:17:00,2.7
2023-04-02T16:18:00,3.5
2023-04-02T22:42:00,1.7
2023-04-03T05:31:00,4.3
2023-04-03T11:44:00,2.4
2023-04-03T17:10:00,3.7
2023-04-03T23:22:00,1.7
2023-04-04T05:53:00,4.3
2023-04-04T12:12:00,2.1
2023-04-04T17:55:00,3.8
2023-04-04T23:58:00,1.9
2023-04-05T06:14:00,4.3
2023-04-05T12:41:00,1.8
2023-04-05T18:40:00,4
2023-04-06T00:32:00,2.1
2023-04-06T06:34:00,4.3
2023-04-06T13:12:00,1.5
2023-04-06T19:25:00,4.1
2023-04-07T01:07:00,2.3
2023-04-07T06:55:00,4.3
2023-04-07T13:45:00,1.2
2023-04-07T20:13:00,4.2
2023-04-08T01:43:00,2.6
2023-04-08T07:17:00,4.3
2023-04-08T14:19:00,1
2023-04-08T21:05:00,4.3
2023-04-09T02:22:00,2.9
2023-04-09T07:39:00,4.3
2023-04-09T14:57:00,0.8
2023-04-09T22:04:00,4.3
2023-04-10T03:07:00,3.2
2023-04-10T08:02:00,4.2
2023-04-10T15:38:00,0.7
2023-04-10T23:09:00,4.3
2023-04-11T04:03:00,3.5
2023-04-11T08:29:00,4.1
2023-04-11T16:25:00,0.8
2023-04-12T00:19:00,4.4
2023-04-12T05:22:00,3.6
2023-04-12T09:04:00,3.9
2023-04-12T17:21:00,0.9
2023-04-13T01:28:00,4.4
2023-04-13T07:12:00,3.5
2023-04-13T10:06:00,3.7
2023-04-13T18:25:00,1
2023-04-14T02:30:00,4.5
2023-04-14T08:42:00,3.3
2023-04-14T11:51:00,3.5
2023-04-14T19:37:00,1.1
2023-04-15T03:22:00,4.5
2023-04-15T09:37:00,3
2023-04-15T13:43:00,3.5
2023-04-15T20:47:00,1.2
2023-04-16T04:04:00,4.5
2023-04-16T10:21:00,2.6
2023-04-16T15:21:00,3.6
2023-04-16T21:51:00,1.4
2023-04-17T04:40:00,4.6
2023-04-17T11:02:00,2.1
2023-04-17T16:37:00,3.8
2023-04-17T22:45:00,1.6
2023-04-18T05:12:00,4.6
2023-04-18T11:42:00,1.7
2023-04-18T17:41:00,4
2023-04-18T23:34:00,1.9
2023-04-19T05:41:00,4.6
2023-04-19T12:22:00,1.2
2023-04-19T18:39:00,4.2
2023-04-20T00:19:00,2.2
2023-04-20T06:09:00,4.5
2023-04-20T13:00:00,0.9
2023-04-20T19:35:00,4.3
2023-04-21T01:03:00,2.6
2023-04-21T06:36:00,4.4
2023-04-21T13:38:00,0.7
2023-04-21T20:30:00,4.4
2023-04-22T01:48:00,2.9
2023-04-22T07:03:00,4.3
2023-04-22T14:16:00,0.6
2023-04-22T21:24:00,4.4
2023-04-23T02:35:00,3.2
2023-04-23T07:28:00,4.1
2023-04-23T14:54:00,0.7
2023-04-23T22:20:00,4.5
2023-04-24T03:29:00,3.4
2023-04-24T07:52:00,3.9
2023-04-24T15:32:00,0.8
2023-04-24T23:16:00,4.4
2023-04-25T04:40:00,3.5
2023-04-25T08:15:00,3.7
2023-04-25T16:12:00,1
2023-04-26T00:12:00,4.4
2023-04-26T06:26:00,3.5
2023-04-26T08:39:00,3.5
2023-04-26T16:57:00,1.2
2023-04-27T01:07:00,4.4
2023-04-27T17:47:00,1.5
2023-04-28T01:59:00,4.3
2023-04-28T09:17:00,3.1
2023-04-28T11:04:00,3.1
2023-04-28T18:45:00,1.7
2023-04-29T02:44:00,4.3
2023-04-29T09:44:00,2.8
2023-04-29T13:15:00,3
2023-04-29T19:50:00,1.9
2023-04-30T03:21:00,4.3
2023-04-30T10:10:00,2.5
2023-04-30T15:06:00,3.1
2023-04-30T20:54:00,2.1
2023-05-01T03:52:00,4.2
2023-05-01T10:36:00,2.2
2023-05-01T16:15:00,3.4
2023-05-01T21:50:00,2.2
2023-05-02T04:18:00,4.2
2023-05-02T11:04:00,1.9
2023-05-02T17:09:00,3.6
2023-05-02T22:39:00,2.4
2023-05-03T04:42:00,4.2
2023-05-03T11:33:00,1.5
2023-05-03T17:57:00,3.9
2023-05-03T23:22:00,2.6
2023-05-04T05:05:00,4.2
2023-05-04T12:04:00,1.2
2023-05-04T18:45:00,4.1
2023-05-05T00:03:00,2.8
2023-05-05T05:29:00,4.3
2023-05-05T12:38:00,0.8
2023-05-05T19:32:00,4.3
2023-05-06T00:44:00,3
2023-05-06T05:53:00,4.3
2023-05-06T13:13:00,0.6
2023-05-06T20:22:00,4.4
2023-05-07T01:26:00,3.2
2023-05-07T06:19:00,4.3
2023-05-07T13:51:00,0.4
2023-05-07T21:14:00,4.5
2023-05-08T02:13:00,3.4
2023-05-08T06:47:00,4.2
2023-05-08T14:32:00,0.3
2023-05-08T22:08:00,4.6
2023-05-09T03:08:00,3.5
2023-05-09T07:20:00,4.1
2023-05-09T15:17:00,0.4
2023-05-09T23:04:00,4.6
2023-05-10T04:17:00,3.6
2023-05-10T08:01:00,3.9
2023-05-10T16:07:00,0.5
2023-05-11T00:00:00,4.6
2023-05-11T05:45:00,3.5
2023-05-11T09:00:00,3.7
2023-05-11T17:02:00,0.8
2023-05-12T00:55:00,4.6
2023-05-12T07:14:00,3.2
2023-05-12T10:31:00,3.4
2023-05-12T18:02:00,1.1
2023-05-13T01:45:00,4.6
2023-05-13T08:21:00,2.9
2023-05-13T12:20:00,3.3
2023-05-13T19:07:00,1.4
2023-05-14T02:29:00,4.6
2023-05-14T09:12:00,2.4
2023-05-14T14:10:00,3.3
2023-05-14T20:14:00,1.7
2023-05-15T03:07:00,4.6
2023-05-15T09:56:00,1.9
2023-05-15T15:42:00,3.5
2023-05-15T21:19:00,2.1
2023-05-16T03:42:00,4.5
2023-05-16T10:36:00,1.4
2023-05-16T16:56:00,3.8
2023-05-16T22:19:00,2.4
2023-05-17T04:14:00,4.5
2023-05-17T11:16:00,1
2023-05-17T17:58:00,4.1
2023-05-17T23:13:00,2.8
2023-05-18T04:44:00,4.4
2023-05-18T11:54:00,0.7
2023-05-18T18:54:00,4.3
2023-05-19T00:04:00,3
2023-05-19T05:13:00,4.3
2023-05-19T12:32:00,0.5
2023-05-19T19:44:00,4.5
2023-05-20T00:52:00,3.2
2023-05-20T05:42:00,4.2
2023-05-20T13:09:00,0.5
2023-05-20T20:32:00,4.6
2023-05-21T01:40:00,3.3
2023-05-21T06:10:00,4.1
2023-05-21T13:47:00,0.5
2023-05-21T21:17:00,4.6
2023-05-22T02:30:00,3.4
2023-05-22T06:38:00,4
2023-05-22T14:23:00,0.6
2023-05-22T22:02:00,4.6
2023-05-23T03:26:00,3.5
2023-05-23T07:07:00,3.8
2023-05-23T15:00:00,0.7
2023-05-23T22:47:00,4.5
2023-05-24T04:34:00,3.5
2023-05-24T07:37:00,3.6
2023-05-24T15:37:00,1
2023-05-24T23:31:00,4.5
2023-05-25T05:57:00,3.4
2023-05-25T08:17:00,3.4
2023-05-25T16:15:00,1.2
2023-05-26T00:14:00,4.4
2023-05-26T07:18:00,3.1
2023-05-26T09:21:00,3.2
2023-05-26T16:56:00,1.5
2023-05-27T00:53:00,4.4
2023-05-27T08:10:00,2.9
2023-05-27T10:59:00,3
2023-05-27T17:42:00,1.8
2023-05-28T01:29:00,4.3
2023-05-28T08:46:00,2.5
2023-05-28T12:55:00,2.9
2023-05-28T18:37:00,2.1
2023-05-29T02:01:00,4.3
2023-05-29T09:17:00,2.2
2023-05-29T14:49:00,3.1
2023-05-29T19:41:00,2.4
2023-05-30T02:30:00,4.3
2023-05-30T09:48:00,1.8
2023-05-30T16:07:00,3.4
2023-05-30T20:50:00,2.7
2023-05-31T02:59:00,4.2
2023-05-31T10:20:00,1.5
2023-05-31T17:06:00,3.7
2023-05-31T21:52:00,2.9
2023-06-01T03:27:00,4.2
2023-06-01T10:53:00,1.1
2023-06-01T17:58:00,4
2023-06-01T22:47:00,3.1
2023-06-02T03:56:00,4.3
2023-06-02T11:29:00,0.7
2023-06-02T18:48:00,4.3
2023-06-02T23:37:00,3.3
2023-06-03T04:26:00,4.3
2023-06-03T12:08:00,0.4
2023-06-03T19:36:00,4.5
2023-06-04T00:25:00,3.5
2023-06-04T04:59:00,4.3
2023-06-04T12:49:00,0.2
2023-06-04T20:24:00,4.6
2023-06-05T01:14:00,3.6
2023-06-05T05:37:00,4.3
2023-06-05T13:32:00,0.1
2023-06-05T21:11:00,4.7
2023-06-06T02:07:00,3.6
2023-06-06T06:20:00,4.3
2023-06-06T14:17:00,0.1
2023-06-06T21:58:00,4.7
2023-06-07T03:08:00,3.6
2023-06-07T07:10:00,4.1
2023-06-07T15:04:00,0.2
2023-06-07T22:45:00,4.7
2023-06-08T04:18:00,3.4
2023-06-08T08:11:00,3.9
2023-06-08T15:53:00,0.5
2023-06-08T23:30:00,4.7
2023-06-09T05:33:00,3.2
2023-06-09T09:27:00,3.6
2023-06-09T16:43:00,0.9
2023-06-10T00:14:00,4.7
2023-06-10T06:45:00,2.8
2023-06-10T10:58:00,3.3
2023-06-10T17:37:00,1.3
2023-06-11T00:54:00,4.7
2023-06-11T07:46:00,2.3
2023-06-11T12:42:00,3.2
2023-06-11T18:35:00,1.8
2023-06-12T01:32:00,4.6
2023-06-12T08:37:00,1.8
2023-06-12T14:30:00,3.3
2023-06-12T19:40:00,2.4
2023-06-13T02:08:00,4.5
2023-06-13T09:23:00,1.4
2023-06-13T16:01:00,3.6
2023-06-13T20:51:00,2.8
2023-06-14T02:42:00,4.4
2023-06-14T10:06:00,1
2023-06-14T17:13:00,4
2023-06-14T22:01:00,3.1
2023-06-15T03:16:00,4.3
2023-06-15T10:48:00,0.7
2023-06-15T18:12:00,4.2
2023-06-15T23:03:00,3.3
2023-06-16T03:49:00,4.2
2023-06-16T11:28:00,0.6
2023-06-16T19:00:00,4.4
2023-06-16T23:59:00,3.5
2023-06-17T04:24:00,4.1
2023-06-17T12:09:00,0.5
2023-06-17T19:43:00,4.5
2023-06-18T00:48:00,3.5
2023-06-18T04:58:00,4.1
2023-06-18T12:48:00,0.5
2023-06-18T20:23:00,4.6
2023-06-19T01:34:00,3.5
2023-06-19T05:33:00,4
2023-06-19T13:25:00,0.5
2023-06-19T21:01:00,4.6
2023-06-20T02:20:00,3.5
2023-06-20T06:09:00,3.9
2023-06-20T14:01:00,0.6
2023-06-20T21:38:00,4.6
2023-06-21T03:09:00,3.5
2023-06-21T06:46:00,3.8
2023-06-21T14:35:00,0.8
2023-06-21T22:13:00,4.5
2023-06-22T04:03:00,3.4
2023-06-22T07:29:00,3.6
2023-06-22T15:08:00,1
2023-06-22T22:46:00,4.5
2023-06-23T05:01:00,3.2
2023-06-23T08:22:00,3.4
2023-06-23T15:41:00,1.2
2023-06-23T23:17:00,4.5
2023-06-24T05:59:00,3
2023-06-24T09:29:00,3.2
2023-06-24T16:15:00,1.6
2023-06-24T23:46:00,4.4
2023-06-25T06:51:00,2.7
2023-06-25T10:51:00,3
2023-06-25T16:54:00,1.9
2023-06-26T00:14:00,4.4
2023-06-26T07:35:00,2.3
2023-06-26T12:31:00,3
2023-06-26T17:40:00,2.3
2023-06-27T00:43:00,4.3
2023-06-27T08:15:00,2
2023-06-27T14:28:00,3.2
2023-06-27T18:39:00,2.8
2023-06-28T01:13:00,4.3
2023-06-28T08:53:00,1.6
2023-06-28T15:57:00,3.5
2023-06-28T19:53:00,3.1
2023-06-29T01:45:00,4.3
2023-06-29T09:33:00,1.2
2023-06-29T17:01:00,3.9
2023-06-29T21:10:00,3.4
2023-06-30T02:19:00,4.3
2023-06-30T10:15:00,0.8
2023-06-30T17:55:00,4.2
2023-06-30T22:19:00,3.5
2023-07-01T02:56:00,4.3
2023-07-01T10:58:00,0.5
2023-07-01T18:43:00,4.4
2023-07-01T23:18:00,3.7
2023-07-02T03:39:00,4.4
2023-07-02T11:44:00,0.2
2023-07-02T19:28:00,4.6
2023-07-03T00:11:00,3.7
2023-07-03T04:28:00,4.4
2023-07-03T12:31:00,0
2023-07-03T20:11:00,4.7
2023-07-04T01:04:00,3.6
2023-07-04T05:21:00,4.4
2023-07-04T13:18:00,0
2023-07-04T20:52:00,4.7
2023-07-05T01:59:00,3.5
2023-07-05T06:20:00,4.3
2023-07-05T14:04:00,0.1
2023-07-05T21:32:00,4.8
2023-07-06T02:58:00,3.4
2023-07-06T07:23:00,4.1
2023-07-06T14:50:00,0.3
2023-07-06T22:11:00,4.8
2023-07-07T03:59:00,3.1
2023-07-07T08:31:00,3.9
2023-07-07T15:34:00,0.7
2023-07-07T22:48:00,4.8
2023-07-08T05:04:00,2.7
2023-07-08T09:46:00,3.6
2023-07-08T16:20:00,1.2
2023-07-08T23:24:00,4.8
2023-07-09T06:06:00,2.3
2023-07-09T11:12:00,3.4
2023-07-09T17:07:00,1.8
2023-07-09T23:59:00,4.7
2023-07-10T07:04:00,1.8
2023-07-10T12:57:00,3.3
2023-07-10T18:02:00,2.4
2023-07-11T00:33:00,4.6
2023-07-11T07:57:00,1.4
2023-07-11T14:45:00,3.5
2023-07-11T19:13:00,3
2023-07-12T01:08:00,4.4
2023-07-12T08:46:00,1.1
2023-07-12T16:12:00,3.9
2023-07-12T20:37:00,3.3
2023-07-13T01:44:00,4.2
2023-07-13T09:35:00,0.9
2023-07-13T17:18:00,4.2
2023-07-13T21:59:00,3.5
2023-07-14T02:24:00,4.1
2023-07-14T10:22:00,0.8
2023-07-14T18:09:00,4.4
2023-07-14T23:07:00,3.6
2023-07-15T03:07:00,4
2023-07-15T11:08:00,0.7
2023-07-15T18:51:00,4.5
2023-07-15T23:58:00,3.6
2023-07-16T03:53:00,4
2023-07-16T11:51:00,0.6
2023-07-16T19:28:00,4.5
2023-07-17T00:41:00,3.5
2023-07-17T04:38:00,4
2023-07-17T12:31:00,0.6
2023-07-17T20:02:00,4.5
2023-07-18T01:20:00,3.5
2023-07-18T05:22:00,3.9
2023-07-18T13:07:00,0.7
2023-07-18T20:34:00,4.5
2023-07-19T01:59:00,3.4
2023-07-19T06:05:00,3.9
2023-07-19T13:40:00,0.8
2023-07-19T21:03:00,4.5
2023-07-20T02:40:00,3.3
2023-07-20T06:49:00,3.8
2023-07-20T14:10:00,0.9
2023-07-20T21:30:00,4.5
2023-07-21T03:22:00,3.1
2023-07-21T07:38:00,3.7
2023-07-21T14:40:00,1.1
2023-07-21T21:54:00,4.5
2023-07-22T04:06:00,2.9
2023-07-22T08:31:00,3.5
2023-07-22T15:10:00,1.4
2023-07-22T22:17:00,4.5
2023-07-23T04:51:00,2.6
2023-07-23T09:31:00,3.3
2023-07-23T15:42:00,1.8
2023-07-23T22:41:00,4.4
2023-07-24T05:37:00,2.3
2023-07-24T10:42:00,3.2
2023-07-24T16:18:00,2.2
2023-07-24T23:06:00,4.4
2023-07-25T06:22:00,2
2023-07-25T12:13:00,3.2
2023-07-25T17:01:00,2.7
2023-07-25T23:34:00,4.3
2023-07-26T07:08:00,1.7
2023-07-26T14:09:00,3.4
2023-07-26T17:59:00,3.1
2023-07-27T00:04:00,4.2
2023-07-27T07:57:00,1.4
2023-07-27T15:43:00,3.7
2023-07-27T19:16:00,3.4
2023-07-28T00:40:00,4.2
2023-07-28T08:47:00,1.1
2023-07-28T16:49:00,4
2023-07-28T20:48:00,3.6
2023-07-29T01:25:00,4.2
2023-07-29T09:40:00,0.7
2023-07-29T17:40:00,4.3
2023-07-29T22:07:00,3.7
2023-07-30T02:18:00,4.3
2023-07-30T10:34:00,0.5
2023-07-30T18:25:00,4.5
2023-07-30T23:09:00,3.7
2023-07-31T03:19:00,4.3
2023-07-31T11:26:00,0.2
2023-07-31T19:06:00,4.6
2023-08-01T00:02:00,3.6
2023-08-01T04:23:00,4.4
2023-08-01T12:16:00,0.1
2023-08-01T19:43:00,4.7
2023-08-02T00:53:00,3.4
2023-08-02T05:29:00,4.4
2023-08-02T13:03:00,0.1
2023-08-02T20:18:00,4.7
2023-08-03T01:45:00,3.2
2023-08-03T06:34:00,4.3
2023-08-03T13:46:00,0.3
2023-08-03T20:51:00,4.8
