Date and time (PDT),Metres
2023-08-04T02:38:00,2.8
2023-08-04T07:38:00,4.1
2023-08-04T14:28:00,0.7
2023-08-04T21:23:00,4.8
2023-08-05T03:33:00,2.4
2023-08-05T08:43:00,3.9
2023-08-05T15:10:00,1.2
2023-08-05T21:55:00,4.8
2023-08-06T04:28:00,2
2023-08-06T09:55:00,3.7
2023-08-06T15:52:00,1.8
2023-08-06T22:27:00,4.7
2023-08-07T05:23:00,1.7
2023-08-07T11:22:00,3.6
2023-08-07T16:39:00,2.4
2023-08-07T22:59:00,4.6
2023-08-08T06:17:00,1.4
2023-08-08T13:06:00,3.6
2023-08-08T17:38:00,3
2023-08-08T23:32:00,4.3
2023-08-09T07:12:00,1.2
2023-08-09T14:43:00,3.8
2023-08-09T19:04:00,3.4
2023-08-10T00:09:00,4.1
2023-08-10T08:07:00,1.1
2023-08-10T16:02:00,4.1
2023-08-10T20:48:00,3.6
2023-08-11T00:52:00,3.9
2023-08-11T09:03:00,1
2023-08-11T17:01:00,4.3
2023-08-11T22:13:00,3.6
2023-08-12T01:47:00,3.8
2023-08-12T09:59:00,1
2023-08-12T17:47:00,4.4
2023-08-12T23:09:00,3.5
2023-08-13T02:50:00,3.8
2023-08-13T10:49:00,0.9
2023-08-13T18:25:00,4.4
2023-08-13T23:49:00,3.4
2023-08-14T03:51:00,3.8
2023-08-14T11:33:00,0.9
2023-08-14T18:57:00,4.4
2023-08-15T00:24:00,3.3
2023-08-15T04:45:00,3.9
2023-08-15T12:11:00,0.9
2023-08-15T19:26:00,4.4
2023-08-16T00:58:00,3.2
2023-08-16T05:31:00,3.9
2023-08-16T12:45:00,0.9
2023-08-16T19:52:00,4.4
2023-08-17T01:31:00,3
2023-08-17T06:16:00,3.9
2023-08-17T13:15:00,1.1
2023-08-17T20:14:00,4.4
2023-08-18T02:06:00,2.8
2023-08-18T07:00:00,3.8
2023-08-18T13:44:00,1.3
2023-08-18T20:35:00,4.4
2023-08-19T02:41:00,2.6
2023-08-19T07:47:00,3.8
2023-08-19T14:12:00,1.5
2023-08-19T20:55:00,4.4
2023-08-20T03:17:00,2.4
2023-08-20T08:36:00,3.7
2023-08-20T14:42:00,1.9
2023-08-20T21:15:00,4.4
2023-08-21T03:55:00,2.1
2023-08-21T09:32:00,3.6
2023-08-21T15:15:00,2.3
2023-08-21T21:37:00,4.3
2023-08-22T04:35:00,1.9
2023-08-22T10:39:00,3.5
2023-08-22T15:52:00,2.7
2023-08-22T22:01:00,4.2
2023-08-23T05:19:00,1.6
2023-08-23T12:06:00,3.6
2023-08-23T16:39:00,3.1
2023-08-23T22:26:00,4.2
2023-08-24T06:08:00,1.4
2023-08-24T13:52:00,3.7
2023-08-24T17:42:00,3.4
2023-08-24T22:59:00,4.1
2023-08-25T07:05:00,1.2
2023-08-25T15:18:00,4
2023-08-25T19:15:00,3.6
2023-08-25T23:46:00,4
2023-08-26T08:07:00,1
2023-08-26T16:21:00,4.2
2023-08-26T21:00:00,3.7
2023-08-27T00:52:00,4
2023-08-27T09:11:00,0.8
2023-08-27T17:10:00,4.4
2023-08-27T22:12:00,3.6
2023-08-28T02:07:00,4.1
2023-08-28T10:12:00,0.6
2023-08-28T17:51:00,4.5
2023-08-28T23:04:00,3.4
2023-08-29T03:25:00,4.2
2023-08-29T11:07:00,0.5
2023-08-29T18:27:00,4.6
2023-08-29T23:52:00,3.2
2023-08-30T04:39:00,4.3
2023-08-30T11:56:00,0.4
2023-08-30T18:59:00,4.6
2023-08-31T00:39:00,2.8
2023-08-31T05:46:00,4.3
2023-08-31T12:41:00,0.6
2023-08-31T19:30:00,4.7
2023-09-01T01:25:00,2.4
2023-09-01T06:48:00,4.3
2023-09-01T13:23:00,0.9
2023-09-01T19:59:00,4.7
2023-09-02T02:13:00,2
2023-09-02T07:49:00,4.1
2023-09-02T14:03:00,1.4
2023-09-02T20:28:00,4.7
2023-09-03T03:00:00,1.6
2023-09-03T08:52:00,4
2023-09-03T14:45:00,1.9
2023-09-03T20:58:00,4.7
2023-09-04T03:48:00,1.4
2023-09-04T10:03:00,3.9
2023-09-04T15:29:00,2.5
2023-09-04T21:27:00,4.5
2023-09-05T04:37:00,1.2
2023-09-05T11:28:00,3.9
2023-09-05T16:21:00,3
2023-09-05T21:57:00,4.3
2023-09-06T05:28:00,1.1
2023-09-06T12:57:00,4
2023-09-06T17:34:00,3.4
2023-09-06T22:30:00,4
2023-09-07T06:23:00,1.2
2023-09-07T14:18:00,4.1
2023-09-07T19:26:00,3.5
2023-09-07T23:09:00,3.8
2023-09-08T07:23:00,1.3
2023-09-08T15:27:00,4.2
2023-09-08T21:14:00,3.5
2023-09-09T00:09:00,3.6
2023-09-09T08:28:00,1.3
2023-09-09T16:23:00,4.3
2023-09-09T22:17:00,3.3
2023-09-10T01:35:00,3.5
2023-09-10T09:30:00,1.3
2023-09-10T17:06:00,4.3
2023-09-10T22:56:00,3.2
2023-09-11T03:02:00,3.6
2023-09-11T10:23:00,1.3
2023-09-11T17:40:00,4.3
2023-09-11T23:28:00,3
2023-09-12T04:08:00,3.7
2023-09-12T11:07:00,1.3
2023-09-12T18:09:00,4.3
2023-09-12T23:58:00,2.9
2023-09-13T04:59:00,3.8
2023-09-13T11:44:00,1.3
2023-09-13T18:34:00,4.3
2023-09-14T00:28:00,2.7
2023-09-14T05:43:00,3.9
2023-09-14T12:16:00,1.4
2023-09-14T18:55:00,4.3
2023-09-15T00:58:00,2.4
2023-09-15T06:26:00,3.9
2023-09-15T12:47:00,1.6
2023-09-15T19:14:00,4.3
2023-09-16T01:29:00,2.2
2023-09-16T07:09:00,3.9
2023-09-16T13:16:00,1.8
2023-09-16T19:33:00,4.3
2023-09-17T02:00:00,1.9
2023-09-17T07:54:00,4
2023-09-17T13:47:00,2.1
2023-09-17T19:52:00,4.3
2023-09-18T02:33:00,1.7
2023-09-18T08:43:00,3.9
2023-09-18T14:20:00,2.5
2023-09-18T20:12:00,4.2
2023-09-19T03:08:00,1.5
2023-09-19T09:38:00,3.9
2023-09-19T14:57:00,2.8
2023-09-19T20:33:00,4.2
2023-09-20T03:46:00,1.3
2023-09-20T10:43:00,4
2023-09-20T15:40:00,3.1
2023-09-20T20:54:00,4.1
2023-09-21T04:30:00,1.2
2023-09-21T12:03:00,4
2023-09-21T16:36:00,3.4
2023-09-21T21:19:00,4
2023-09-22T05:21:00,1.2
2023-09-22T13:28:00,4.1
2023-09-22T18:01:00,3.6
2023-09-22T21:57:00,3.9
2023-09-23T06:23:00,1.1
2023-09-23T14:41:00,4.2
2023-09-23T19:59:00,3.6
2023-09-23T23:11:00,3.8
2023-09-24T07:32:00,1.1
2023-09-24T15:40:00,4.3
2023-09-24T21:19:00,3.4
2023-09-25T00:48:00,3.7
2023-09-25T08:43:00,1
2023-09-25T16:26:00,4.4
2023-09-25T22:09:00,3.2
2023-09-26T02:24:00,3.8
2023-09-26T09:48:00,1
2023-09-26T17:03:00,4.5
2023-09-26T22:53:00,2.9
2023-09-27T03:48:00,4
2023-09-27T10:43:00,1
2023-09-27T17:36:00,4.6
2023-09-27T23:36:00,2.4
2023-09-28T04:59:00,4.1
2023-09-28T11:32:00,1.1
2023-09-28T18:06:00,4.6
2023-09-29T00:18:00,2
2023-09-29T06:01:00,4.2
2023-09-29T12:16:00,1.4
2023-09-29T18:34:00,4.7
2023-09-30T01:01:00,1.5
2023-09-30T07:01:00,4.3
2023-09-30T12:59:00,1.8
2023-09-30T19:03:00,4.7
2023-10-01T01:43:00,1.2
2023-10-01T07:59:00,4.3
2023-10-01T13:41:00,2.3
2023-10-01T19:31:00,4.6
2023-10-02T02:25:00,0.9
2023-10-02T09:01:00,4.3
2023-10-02T14:26:00,2.7
2023-10-02T19:59:00,4.4
2023-10-03T03:08:00,0.8
2023-10-03T10:08:00,4.3
2023-10-03T15:17:00,3.1
2023-10-03T20:27:00,4.2
2023-10-04T03:52:00,0.9
2023-10-04T11:18:00,4.3
2023-10-04T16:20:00,3.4
2023-10-04T20:55:00,4
2023-10-05T04:39:00,1
2023-10-05T12:29:00,4.3
2023-10-05T17:56:00,3.5
2023-10-05T21:26:00,3.7
2023-10-06T05:32:00,1.2
2023-10-06T13:36:00,4.3
2023-10-06T20:00:00,3.4
2023-10-06T22:09:00,3.5
2023-10-07T06:32:00,1.4
2023-10-07T14:37:00,4.3
2023-10-07T21:22:00,3.2
2023-10-07T23:38:00,3.3
2023-10-08T07:38:00,1.6
2023-10-08T15:27:00,4.3
2023-10-08T22:01:00,3
2023-10-09T01:42:00,3.3
2023-10-09T08:44:00,1.7
2023-10-09T16:08:00,4.3
2023-10-09T22:30:00,2.8
2023-10-10T03:16:00,3.4
2023-10-10T09:41:00,1.8
2023-10-10T16:40:00,4.3
2023-10-10T22:58:00,2.5
2023-10-11T04:18:00,3.5
2023-10-11T10:28:00,1.9
2023-10-11T17:07:00,4.3
2023-10-11T23:26:00,2.3
2023-10-12T05:07:00,3.7
2023-10-12T11:08:00,2
2023-10-12T17:29:00,4.2
2023-10-12T23:54:00,2
2023-10-13T05:51:00,3.9
2023-10-13T11:44:00,2.1
2023-10-13T17:49:00,4.2
2023-10-14T00:23:00,1.7
2023-10-14T06:34:00,4
2023-10-14T12:18:00,2.3
2023-10-14T18:09:00,4.2
2023-10-15T00:52:00,1.5
2023-10-15T07:18:00,4.2
2023-10-15T12:52:00,2.6
2023-10-15T18:28:00,4.2
2023-10-16T01:23:00,1.2
2023-10-16T08:03:00,4.3
2023-10-16T13:27:00,2.8
2023-10-16T18:49:00,4.2
2023-10-17T01:56:00,1
2023-10-17T08:52:00,4.3
2023-10-17T14:05:00,3.1
2023-10-17T19:09:00,4.2
2023-10-18T02:32:00,0.9
2023-10-18T09:47:00,4.4
2023-10-18T14:49:00,3.3
2023-10-18T19:29:00,4.1
2023-10-19T03:11:00,0.8
2023-10-19T10:47:00,4.4
2023-10-19T15:43:00,3.5
2023-10-19T19:52:00,4
2023-10-20T03:56:00,0.9
2023-10-20T11:52:00,4.4
2023-10-20T16:59:00,3.6
2023-10-20T20:24:00,3.8
2023-10-21T04:49:00,1
2023-10-21T12:57:00,4.4
2023-10-21T18:49:00,3.6
2023-10-21T21:23:00,3.6
2023-10-22T05:51:00,1.1
2023-10-22T13:57:00,4.5
2023-10-22T20:19:00,3.3
2023-10-22T23:16:00,3.5
2023-10-23T07:01:00,1.2
2023-10-23T14:48:00,4.5
2023-10-23T21:11:00,3
2023-10-24T01:11:00,3.4
2023-10-24T08:11:00,1.4
2023-10-24T15:30:00,4.6
2023-10-24T21:54:00,2.6
2023-10-25T02:52:00,3.6
2023-10-25T09:17:00,1.5
2023-10-25T16:06:00,4.6
2023-10-25T22:34:00,2.1
2023-10-26T04:12:00,3.8
2023-10-26T10:14:00,1.8
2023-10-26T16:38:00,4.6
2023-10-26T23:14:00,1.6
2023-10-27T05:19:00,4.1
2023-10-27T11:06:00,2.1
2023-10-27T17:08:00,4.6
2023-10-27T23:54:00,1.1
2023-10-28T06:19:00,4.3
2023-10-28T11:54:00,2.4
2023-10-28T17:37:00,4.6
2023-10-29T00:33:00,0.8
2023-10-29T07:16:00,4.5
2023-10-29T12:41:00,2.8
2023-10-29T18:06:00,4.5
2023-10-30T01:13:00,0.6
2023-10-30T08:11:00,4.6
2023-10-30T13:28:00,3.1
2023-10-30T18:35:00,4.4
2023-10-31T01:52:00,0.5
2023-10-31T09:06:00,4.6
2023-10-31T14:19:00,3.3
2023-10-31T19:03:00,4.2
2023-11-01T02:32:00,0.6
2023-11-01T10:01:00,4.6
2023-11-01T15:16:00,3.5
2023-11-01T19:31:00,4
2023-11-02T03:13:00,0.7
2023-11-02T10:56:00,4.6
2023-11-02T16:30:00,3.5
2023-11-02T19:59:00,3.8
2023-11-03T03:56:00,1
2023-11-03T11:52:00,4.5
2023-11-03T18:12:00,3.5
2023-11-03T20:29:00,3.5
2023-11-04T04:42:00,1.3
2023-11-04T12:45:00,4.5
2023-11-04T20:02:00,3.3
2023-11-04T21:20:00,3.3
2023-11-05T05:32:00,1.5
2023-11-05T13:36:00,4.4
2023-11-05T20:55:00,3
2023-11-05T23:16:00,3.1
2023-11-06T06:29:00,1.8
2023-11-06T14:19:00,4.4
2023-11-06T21:26:00,2.7
2023-11-07T01:37:00,3
2023-11-07T07:33:00,2.1
2023-11-07T14:56:00,4.3
2023-11-07T21:54:00,2.4
2023-11-08T03:16:00,3.2
2023-11-08T08:38:00,2.3
2023-11-08T15:26:00,4.3
2023-11-08T22:21:00,2.1
2023-11-09T04:21:00,3.5
2023-11-09T09:36:00,2.5
2023-11-09T15:52:00,4.3
2023-11-09T22:49:00,1.8
2023-11-10T05:13:00,3.8
2023-11-10T10:26:00,2.7
2023-11-10T16:15:00,4.2
2023-11-10T23:17:00,1.4
2023-11-11T05:59:00,4
2023-11-11T11:10:00,2.9
2023-11-11T16:37:00,4.2
2023-11-11T23:47:00,1.1
2023-11-12T06:43:00,4.3
2023-11-12T11:51:00,3.1
2023-11-12T17:00:00,4.2
2023-11-13T00:18:00,0.8
2023-11-13T07:27:00,4.5
2023-11-13T12:32:00,3.3
2023-11-13T17:24:00,4.3
2023-11-14T00:52:00,0.6
2023-11-14T08:13:00,4.6
2023-11-14T13:13:00,3.4
2023-11-14T17:48:00,4.3
2023-11-15T01:28:00,0.5
2023-11-15T08:59:00,4.7
2023-11-15T13:58:00,3.6
2023-11-15T18:15:00,4.2
2023-11-16T02:07:00,0.4
2023-11-16T09:48:00,4.7
2023-11-16T14:50:00,3.7
2023-11-16T18:45:00,4.1
2023-11-17T02:50:00,0.5
2023-11-17T10:39:00,4.7
2023-11-17T15:56:00,3.7
2023-11-17T19:24:00,4
2023-11-18T03:36:00,0.6
2023-11-18T11:30:00,4.7
2023-11-18T17:19:00,3.6
2023-11-18T20:19:00,3.7
2023-11-19T04:28:00,0.9
2023-11-19T12:21:00,4.7
2023-11-19T18:47:00,3.3
2023-11-19T21:50:00,3.5
2023-11-20T05:25:00,1.2
2023-11-20T13:09:00,4.7
2023-11-20T19:54:00,2.9
2023-11-20T23:43:00,3.3
2023-11-21T06:27:00,1.5
2023-11-21T13:52:00,4.7
2023-11-21T20:44:00,2.5
2023-11-22T01:37:00,3.3
2023-11-22T07:34:00,1.9
2023-11-22T14:30:00,4.7
2023-11-22T21:28:00,1.9
2023-11-23T03:17:00,3.5
2023-11-23T08:42:00,2.3
2023-11-23T15:05:00,4.7
2023-11-23T22:09:00,1.4
2023-11-24T04:36:00,3.9
2023-11-24T09:46:00,2.7
2023-11-24T15:38:00,4.6
2023-11-24T22:49:00,0.9
2023-11-25T05:41:00,4.2
2023-11-25T10:46:00,3
2023-11-25T16:09:00,4.5
2023-11-25T23:28:00,0.6
2023-11-26T06:38:00,4.5
2023-11-26T11:42:00,3.3
2023-11-26T16:41:00,4.5
2023-11-27T00:08:00,0.4
2023-11-27T07:29:00,4.7
2023-11-27T12:34:00,3.4
2023-11-27T17:14:00,4.4
2023-11-28T00:48:00,0.3
2023-11-28T08:16:00,4.8
2023-11-28T13:25:00,3.5
2023-11-28T17:46:00,4.2
2023-11-29T01:27:00,0.4
2023-11-29T09:01:00,4.8
2023-11-29T14:18:00,3.6
2023-11-29T18:19:00,4.1
2023-11-30T02:06:00,0.5
2023-11-30T09:44:00,4.8
2023-11-30T15:15:00,3.6
2023-11-30T18:51:00,3.9
2023-12-01T02:44:00,0.7
2023-12-01T10:28:00,4.8
2023-12-01T16:22:00,3.5
2023-12-01T19:26:00,3.7
2023-12-02T03:21:00,1
2023-12-02T11:10:00,4.7
2023-12-02T17:41:00,3.4
2023-12-02T20:08:00,3.5
2023-12-03T03:58:00,1.3
2023-12-03T11:51:00,4.6
2023-12-03T18:59:00,3.1
2023-12-03T21:16:00,3.2
2023-12-04T04:36:00,1.6
2023-12-04T12:28:00,4.6
2023-12-04T19:53:00,2.8
2023-12-04T22:57:00,3
2023-12-05T05:17:00,2
2023-12-05T13:01:00,4.5
2023-12-05T20:31:00,2.5
2023-12-06T01:10:00,3
2023-12-06T06:07:00,2.4
2023-12-06T13:31:00,4.4
2023-12-06T21:03:00,2.1
2023-12-07T03:07:00,3.2
2023-12-07T07:11:00,2.8
2023-12-07T13:59:00,4.4
2023-12-07T21:34:00,1.8
2023-12-08T04:21:00,3.5
2023-12-08T08:28:00,3.1
2023-12-08T14:28:00,4.3
2023-12-08T22:06:00,1.4
2023-12-09T05:16:00,3.9
2023-12-09T09:39:00,3.3
2023-12-09T14:56:00,4.3
2023-12-09T22:38:00,1.1
2023-12-10T06:04:00,4.2
2023-12-10T10:38:00,3.5
2023-12-10T15:26:00,4.3
2023-12-10T23:12:00,0.8
2023-12-11T06:47:00,4.5
2023-12-11T11:29:00,3.6
2023-12-11T15:57:00,4.3
2023-12-11T23:49:00,0.5
2023-12-12T07:30:00,4.7
2023-12-12T12:16:00,3.7
2023-12-12T16:30:00,4.4
2023-12-13T00:28:00,0.3
2023-12-13T08:11:00,4.8
2023-12-13T13:03:00,3.8
2023-12-13T17:08:00,4.4
2023-12-14T01:09:00,0.2
2023-12-14T08:53:00,4.9
2023-12-14T13:53:00,3.8
2023-12-14T17:51:00,4.3
2023-12-15T01:52:00,0.2
2023-12-15T09:35:00,4.9
2023-12-15T14:48:00,3.7
2023-12-15T18:40:00,4.2
2023-12-16T02:37:00,0.3
2023-12-16T10:16:00,4.9
2023-12-16T15:51:00,3.6
2023-12-16T19:39:00,4
2023-12-17T03:22:00,0.5
2023-12-17T10:57:00,4.9
2023-12-17T17:01:00,3.3
2023-12-17T20:52:00,3.7
2023-12-18T04:09:00,0.9
2023-12-18T11:37:00,4.9
2023-12-18T18:11:00,2.9
2023-12-18T22:19:00,3.4
2023-12-19T04:57:00,1.4
2023-12-19T12:16:00,4.9
2023-12-19T19:12:00,2.4
2023-12-20T00:02:00,3.3
2023-12-20T05:51:00,1.9
2023-12-20T12:52:00,4.8
2023-12-20T20:06:00,1.9
2023-12-21T01:58:00,3.3
2023-12-21T06:54:00,2.5
2023-12-21T13:28:00,4.7
2023-12-21T20:53:00,1.4
2023-12-22T03:41:00,3.7
2023-12-22T08:10:00,3
2023-12-22T14:03:00,4.6
2023-12-22T21:38:00,1
2023-12-23T04:59:00,4.1
2023-12-23T09:29:00,3.4
2023-12-23T14:39:00,4.5
2023-12-23T22:22:00,0.7
2023-12-24T05:59:00,4.4
2023-12-24T10:41:00,3.6
2023-12-24T15:16:00,4.4
2023-12-24T23:06:00,0.5
2023-12-25T06:47:00,4.7
2023-12-25T11:42:00,3.7
2023-12-25T15:56:00,4.3
2023-12-25T23:48:00,0.4
2023-12-26T07:29:00,4.8
2023-12-26T12:35:00,3.7
2023-12-26T16:37:00,4.2
2023-12-27T00:30:00,0.4
2023-12-27T08:07:00,4.8
2023-12-27T13:23:00,3.7
2023-12-27T17:19:00,4.1
2023-12-28T01:09:00,0.5
2023-12-28T08:44:00,4.8
2023-12-28T14:09:00,3.6
2023-12-28T17:59:00,4
2023-12-29T01:46:00,0.6
2023-12-29T09:19:00,4.8
2023-12-29T14:57:00,3.5
2023-12-29T18:41:00,3.9
2023-12-30T02:20:00,0.8
2023-12-30T09:52:00,4.8
2023-12-30T15:48:00,3.4
2023-12-30T19:25:00,3.7
2023-12-31T02:52:00,1
2023-12-31T10:23:00,4.8
2023-12-31T16:43:00,3.2
2023-12-31T20:18:00,3.5
